DF#,City,County,State,TweetLoc,RatioFuzzy
6798,whiteville,columbus,north carolina, columbus oh,92
6799,north chicago,lake,illinois, chicago il,91
6800,ketchikan,ketchikan gateway,alaska, _,50
6801,plummers landing,fleming,kentucky, dunedin fl,73
6802,,,, ,
6803,gabbs,nye,nevada, ny,100
6804,,,, ,
6805,whiteville,columbus,north carolina, columbus oh,92
6806,,,, ,
6807,,,, ,
6808,ratcliff,houston,texas, houston tx,91
6809,ratcliff,houston,texas, houston tx,91
6810,van nuys,los angeles,california, nyc & los angeles ca,86
6811,kosrae,federated states of micro,micronesia, ny state of mind...,60
6812,,,, ,
6813,,,, ,
6814,south el monte,los angeles,california, south fl. nyc dc,59
6815,mid florida,seminole,florida, florida usa,83
6816,warne,clay,north carolina, north carolina,100
6817,skagway,skagway,alaska, usa,75
6818,rosedale,iberville,louisiana, rosedale md,75
6819,skagway,skagway,alaska, usa,75
6820,new ulm,austin,texas, austin texas,100
6821,webster,day,south dakota, midwesterner-south of wi,58
6822,,,, ,
6823,marlborough,cheshire,new hampshire, marlborough ct,87
6824,palmdale,los angeles,california, los angeles ca,100
6825,arlington,arlington,virginia, arlington va,92
6826,ketchikan,ketchikan gateway,alaska, uk,67
6827,seattle,king,washington, seattle wa,73
6828,stonewall,pontotoc,oklahoma, ooooooklahoma,71
6829,,,, ,
6830,skagway,skagway,alaska, usa,75
6831,stanton,stanton,nebraska, stationtostation,71
6832,,,, ,
6833,,,, ,
6834,,,, ,
6835,atlanta,cass,texas, atlanta ga,82
6836,,,, ,
6837,,,, ,
6838,white earth,mountrail,north dakota, earth ,100
6839,fort bridger,uinta,wyoming, near the *ok=tx* border out in the wild wild west,58
6840,schnellville,dubois,indiana, dubai,83
6841,new athens,saint clair,illinois, athens ga,90
6842,bowling green,wood,ohio, bowling green oh,88
6843,south holland,cook,illinois, south tookland,73
6844,,,, ,
6845,,,, ,
6846,,,, ,
6847,,,, ,
6848,skagway,skagway,alaska, usa!,60
6849,league city,galveston,texas, league city tx,80
6850,toronto,woodson,kansas, toronto ,89
6851,kosrae,federated states of micro,micronesia, united states,71
6852,,,, ,
6853,groom,carson,texas, atlanta ga from charlotte,63
6854,white mills,hardin,kentucky, kentucky usa,82
6855,briscoe,wheeler,texas, somewhere,70
6856,sand point,aleutians east,alaska, beast coast,67
6857,skagway,skagway,alaska, usa,75
6858,stephen,marshall,minnesota, the bandhall 24/7,56
6859,,,, ,
6860,el granada,san mateo,california, canada - usa,69
6861,el granada,san mateo,california, canada - usa,69
6862,weyanoke,west feliciana,louisiana, key west fl,83
6863,big indian,ulster,new york, indiana usa,83
6864,wilder,overton,tennessee, tennessee usa,83
6865,,,, ,
6866,smith river,del norte,california, northern california,85
6867,monticello,sierra,new mexico, montpellier france / cameroun,64
6868,karnack,harrison,texas, karachi pakistan,59
6869,,,, ,
6870,myrtle point,coos,oregon, poconos usa,67
6871,tovey,christian,illinois, save christianity~say no2islam,67
6872,sullivan,ashland,ohio, ashland or,91
6873,west oneonta,otsego,new york, oneonta ny,82
6874,west point,calaveras,california, east point ga,79
6875,liberal,seward,kansas, liberal in red state,63
6876,south pasadena,los angeles,california, asia,80
6877,new virginia,warren,iowa, virginia,100
6878,ketchikan,ketchikan gateway,alaska, ?,50
6879,south pasadena,los angeles,california, asia,80
6880,guy,fort bend,texas, gulf coastal bend texas,74
6881,watton,baraga,michigan, michigan usa,82
6882,fairbanks,fairbanks north star,alaska, australia,70
6883,,,, ,
6884,newton highlands,middlesex,massachusetts, 2nd middlesex mass,89
6885,conroe,montgomery,texas, account monitored by a psycho ,57
6886,pago pago,american samoa,american samoa, 'merica,88
6887,,,, ,
6888,fort hunter,montgomery,new york, united kingdom,67
6889,,,, ,
6890,,,, ,
6891,,,, ,
6892,stuart,martin,florida, florida,100
6893,el paso,el paso,texas, texas,100
6894,,,, ,
6895,pine mountain valley,harris,georgia, mulligan's valley,67
6896,watts,adair,oklahoma, oklahoma usa,82
6897,,,, ,
6898,,,, ,
6899,,,, ,
6900,,,, ,
6901,,,, ,
6902,,,, ,
6903,ketchikan,ketchikan gateway,alaska, al,100
6904,margate city,atlantic,new jersey, the city that's never sober,65
6905,kosrae,federated states of micro,micronesia, united states,71
6906,monticello,aroostook,maine, monticello ar,93
6907,springfield,greene,missouri, missouri usa,82
6908,skagway,skagway,alaska, usa,75
6909,,,, ,
6910,,,, ,
6911,wisconsin dells,columbia,wisconsin, medellín colombia ,74
6912,wheaton,traverse,minnesota, photos are mine unless noted,62
6913,louise,wharton,texas, undisclosed location near dc,60
6914,kosrae,federated states of micro,micronesia, united states,71
6915,pukalani,maui,hawaii, albania,75
6916,rexburg,madison,idaho, madison wi,91
6917,tyonek,kenai peninsula,alaska, perpi-slg,60
6918,rosario,san german,puerto rico, rosario argentina,67
6919,,,, ,
6920,mount prospect,cook,illinois, prospect ct,92
6921,new palestine,hancock,indiana, new palestine in,88
6922,,,, ,
6923,stamford,fairfield,connecticut, connecticut usa,86
6924,yemassee,hampton,south carolina, south carolina usa,88
6925,,,, ,
6926,paris,lamar,texas, london/dubai/karachi/islamabad,53
6927,,,, ,
6928,liberal,seward,kansas, liberal in red state,63
6929,,,, ,
6930,,,, ,
6931,,,, ,
6932,,,, ,
6933,wooster,wayne,ohio, dayton ohio,78
6934,summit,union,new jersey, new jersey / nyc ,76
6935,caldwell,canyon,idaho, hells canyon,77
6936,green river,sweetwater,wyoming, everywhere,64
6937,,,, ,
6938,tulsa,tulsa,oklahoma, u.s.a,67
6939,,,, ,
6940,,,, ,
6941,,,, ,
6942,,,, ,
6943,white earth,mountrail,north dakota, earth,100
6944,,,, ,
6945,,,, ,
6946,,,, ,
6947,,,, ,
6948,kissimmee,polk,florida, psl florida,83
6949,reading,berks,pennsylvania, pennsylvania,100
6950,,,, ,
6951,bronte,coke,texas, deep in the ?? of texas ,65
6952,hinsdale,valley,montana, moon shine valley tn; usa,65
6953,georgetown,cecil,maryland, maryland,100
6954,kosrae,federated states of micro,micronesia, united states,71
6955,,,, ,
6956,tenakee springs,hoonah angoon,alaska, anzioitaly,55
6957,mid florida,seminole,florida, florida usa,83
6958,fredonia,coconino,arizona, fredonia ny,75
6959,,,, ,
6960,yemassee,hampton,south carolina, south carolina usa,88
6961,kenmore,king,washington, inside your mind washington dc,74
6962,,,, ,
6963,,,, ,
6964,new philadelphia,tuscarawas,ohio, philadelphia pa usa,85
6965,delray beach,palm beach,florida, delray beach fl,88
6966,,,, ,
6967,atlanta,dekalb,georgia, georgia,100
6968,kosrae,federated states of micro,micronesia, state of trump,73
6969,,,, ,
6970,atlanta,elmore,idaho, atlanta georgia,75
6971,springfield,greene,missouri, missouri usa,82
6972,sidney,comanche,texas, sidney mt,80
6973,,,, ,
6974,west cornwall,litchfield,connecticut, cornwall uk,83
6975,,,, ,
6976,dayton,columbia,washington, dayton oh,80
6977,east pittsburgh,allegheny,pennsylvania, pittsburgh pa,93
6978,,,, ,
6979,,,, ,
6980,,,, ,
6981,big indian,ulster,new york, indiana usa,83
6982,,,, ,
6983,fairbanks,fairbanks north star,alaska, nairobi,63
6984,kosrae,federated states of micro,micronesia, united states,71
6985,green river,sweetwater,wyoming, everywhere,64
6986,,,, ,
6987,,,, ,
6988,,,, ,
6989,pago pago,american samoa,american samoa, america,100
6990,,,, ,
6991,,,, ,
6992,,,, ,
6993,chalkyitsik,yukon koyukuk,alaska, u.k.,60
6994,cedar crest,bernalillo,new mexico, st. benefits-on-sea,55
6995,,,, ,
6996,edmond,oklahoma,oklahoma, edmond oklahoma,94
6997,bartlett,bell,texas, bartlett tn,75
6998,big indian,ulster,new york, indiana usa,83
6999,watts,adair,oklahoma, oklahoma usa,82
7000,weeping water,cass,nebraska, deep in the swomps ,60
7001,warne,clay,north carolina, north carolina usa,88
7002,wilder,overton,tennessee, tennessee ,95
7003,ortonville,oakland,michigan, holland michigan usa ,77
7004,,,, ,
7005,cabool,texas,missouri, texas usa,80
7006,new virginia,warren,iowa, virginia,100
7007,chalkyitsik,yukon koyukuk,alaska, u.k.,60
7008,sabina,clinton,ohio, louisiana now in ohio,70
7009,kosrae,federated states of micro,micronesia, united states,71
7010,weston,umatilla,oregon, jubail ic,60
7011,,,, ,
7012,knoxville,knox,illinois, knoxville tn,85
7013,ketchikan,ketchikan gateway,alaska, .,50
7014,southold,suffolk,new york, southold ny,75
7015,,,, ,
7016,,,, ,
7017,stamford,fairfield,connecticut, connecticut,100
7018,la villa,hidalgo,texas, nola - nyc via chicago,57
7019,,,, ,
7020,new baltimore,macomb,michigan, baltimore md,92
7021,andover,essex,massachusetts, massachusetts,100
7022,kosrae,federated states of micro,micronesia, united states,71
7023,,,, ,
7024,atlanta,cass,texas, atlanta ga,82
7025,sand point,aleutians east,alaska, east coast,73
7026,skagway,skagway,alaska, usa,75
7027,east alton,madison,illinois, east altoona pa,75
7028,post falls,kootenai,idaho, idaho,100
7029,iraan,pecos,texas, laniakea supercluster,59
7030,houghton,lee,iowa, ? right where god wants me ?,59
7031,,,, ,
7032,,,, ,
7033,,,, ,
7034,,,, ,
7035,,,, ,
7036,,,, ,
7037,karnack,harrison,texas, karachi pakistan,59
7038,truckee,nevada,california, california,100
7039,,,, ,
7040,worton,kent,maryland, kent wa,88
7041,bronx,bronx,new york, bronx new york,100
7042,,,, ,
7043,kosrae,federated states of micro,micronesia, united states,71
7044,,,, ,
7045,meyers chuck,ketchikan gateway,alaska, uk ,75
7046,,,, ,
7047,stockton,lanier,georgia, lagos nigeria.,67
7048,,,, ,
7049,winterhaven,imperial,california, nigeria,75
7050,,,, ,
7051,,,, ,
7052,,,, ,
7053,rosedale,iberville,louisiana, rosedale md,75
7054,,,, ,
7055,west chicago,dupage,illinois, chicago,100
7056,stuart,martin,florida, florida,100
7057,otho,webster,iowa, perth western australia,65
7058,west new york,hudson,new jersey, new york usa,85
7059,,,, ,
7060,,,, ,
7061,south lake tahoe,el dorado,california, florida & california,76
7062,west new york,hudson,new jersey, new york usa,85
7063,portland,northampton,pennsylvania, portland or,92
7064,kettle island,bell,kentucky, istanbul türkiye,59
7065,blanchard,traill,north dakota,  bacarra ilocos norte,64
7066,topaz,mono,california, n. california usa,76
7067,,,, ,
7068,,,, ,
7069,new virginia,warren,iowa, virginia,100
7070,princeton,colusa,california, n c usa,75
7071,saint francisville,west feliciana,louisiana, the civilised west. ,67
7072,weiser,washington,idaho, washington dc,93
7073,new london,rusk,texas, london,100
7074,new boston,bowie,texas, boston ,100
7075,north canton,stark,ohio, kingston/north bay ontario,70
7076,,,, ,
7077,warne,clay,north carolina, north carolina usa,88
7078,,,, ,
7079,columbus,colorado,texas, columbus ohio,79
7080,columbus,colorado,texas, columbus ohio,79
7081,columbus,colorado,texas, columbus ohio,79
7082,columbus,colorado,texas, columbus ohio,79
7083,north chicago,lake,illinois, not chicago,83
7084,indian,anchorage,alaska, india ,86
7085,,,, ,
7086,west farmington,franklin,maine, maine,100
7087,dublin,coahoma,mississippi, dublin oh,80
7088,camden point,platte,missouri, does it matter?,63
7089,kosrae,federated states of micro,micronesia, united states,71
7090,,,, ,
7091,,,, ,
7092,alva,lee,florida, south passadens florida 33707,69
7093,indian,anchorage,alaska, india ,86
7094,,,, ,
7095,dodge,walker,texas, lethbridge alberta,65
7096,walworth,walworth,wisconsin, the fourth dimension,62
7097,kosrae,federated states of micro,micronesia, united states,71
7098,watton,baraga,michigan, michigan usa,82
7099,indian,anchorage,alaska, india ,86
7100,pawleys island,georgetown,south carolina, auh...(here)...htown,43
7101,walworth,walworth,wisconsin, the fourth dimension,62
7102,hill afb,davis,utah, abu dhabi uae.,67
7103,,,, ,
7104,,,, ,
7105,,,, ,
7106,,,, ,
7107,,,, ,
7108,,,, ,
7109,wood lake,yellow medicine,minnesota,   yellowhammer,67
7110,,,, ,
7111,angle inlet,lake of the woods,minnesota, a citizen of the world!,63
7112,eugene,cole,missouri, eugene or,80
7113,belmont,belmont,ohio, eliot@eliotrhys.co.uk,50
7114,little america,sweetwater,wyoming, the america's.,73
7115,,,, ,
7116,,,, ,
7117,,,, ,
7118,great meadows,warren,new jersey, great dunmow,69
7119,newcastle,weston,wyoming, the west,78
7120,truro,madison,iowa, gostivar macedonia,61
7121,milwaukee,milwaukee,wisconsin, milwaukee wi,100
7122,dodgeville,iowa,wisconsin, iowa,100
7123,norden,nevada,california, reno nv,75
7124,kosrae,federated states of micro,micronesia, united states,71
7125,lake worth,palm beach,florida, west palm beach florida ,88
7126,rockland,new castle,delaware, auckland new zealand,67
7127,skagway,skagway,alaska, usa,75
7128,stockton,san joaquin,california, tokyo japan,58
7129,white lake,langlade,wisconsin, dhaka bangladesh,65
7130,,,, ,
7131,stockton,lanier,georgia, lagos. nigeria,67
7132,,,, ,
7133,,,, ,
7134,weiser,washington,idaho, washington dc,93
7135,rising sun,ohio,indiana, ohio,100
7136,skagway,skagway,alaska, usa,75
7137,harsens island,saint clair,michigan, istanbul and ankara ,62
7138,cabool,texas,missouri, texas usa,80
7139,saint louisville,licking,ohio, louisville ky,86
7140,south houston,harris,texas, houston,100
7141,palmdale,los angeles,california, los angeles ca,100
7142,,,, ,
7143,asotin,asotin,washington, washington d.c.,81
7144,,,, ,
7145,willow springs,cook,illinois, willow springs nc,89
7146,indian,anchorage,alaska, india ,86
7147,,,, ,
7148,hampden sydney,prince edward,virginia, sydney,100
7149,sahuarita,pima,arizona, ahurastan ??-? atropia ,55
7150,hampden sydney,prince edward,virginia, sydney,100
7151,,,, ,
7152,apo,nan, , chapman u or disneyland,67
7153,santa monica,los angeles,california, santa monica ca,81
7154,,,, ,
7155,stout,adams,ohio, just out of shot,60
7156,sevier,sevier,utah, sexi peru,70
7157,,,, ,
7158,phoenix,jackson,oregon, phoenix az,82
7159,,,, ,
7160,sidney,sharp,arkansas, sharjah,75
7161,fpo,nan, , wouldn't you like to know ! ,56
7162,sheffield,franklin,iowa, sheffield england,72
7163,novato,marin,california, auburn california,83
7164,kosrae,federated states of micro,micronesia, united states,71
7165,,,, ,
7166,fort mohave,mohave,arizona, on tha move...,60
7167,ketchikan,ketchikan gateway,alaska, ????????,11
7168,,,, ,
7169,york,sumter,alabama, alabama ,94
7170,skagway,skagway,alaska, usa,75
7171,,,, ,
7172,loop,gaines,texas, i look angry because i am ;-),59
7173,kosrae,federated states of micro,micronesia, united states,71
7174,chauvin,terrebonne,louisiana, interweb,78
7175,weiser,washington,idaho, washington dc,93
7176,,,, ,
7177,houston,matanuska susitna,alaska, usa ,80
7178,blairsden-graeagle,plumas,california,43.122804-77.621201,5
7179,andover,essex,massachusetts, massachusetts,100
7180,mid florida,seminole,florida, florida usa,83
7181,bone gap,edwards,illinois, ne ga ,86
7182,,,, ,
7183,willow springs,cook,illinois, willow springs nc,89
7184,tarzan,martin,texas, conservatarianlatino blueny:( ,58
7185,,,, ,
7186,stuart,martin,florida, florida,100
7187,,,, ,
7188,,,, ,
7189,,,, ,
7190,reading,berks,pennsylvania, pennsylvania,100
7191,sanger,denton,texas, denton tx,90
7192,beverly shores,porter,indiana, everywhere!,67
7193,pago pago,american samoa,american samoa, tip of africa,64
7194,,,, ,
7195,san antonio,bexar,texas, san antonio tx,87
7196,oregon house,yuba,california, oregon usa,82
7197,hampden sydney,prince edward,virginia, sydney,100
7198,sells,pima,arizona, arizona usa,80
7199,new england,hettinger,north dakota, england united kingdom,61
7200,forkland,greene,alabama, gasden alabama ,77
7201,la palma,orange,california, palm springs california,83
7202,reading,berks,pennsylvania, pennsylvania,100
7203,north pole,fairbanks north star,alaska, the left,67
7204,,,, ,
7205,,,, ,
7206,fort hunter,montgomery,new york, united kingdom,67
7207,kosrae,federated states of micro,micronesia, united states,71
7208,tsaile,apache,arizona, arizona,100
