SN,ID,NAME,FinalCounty,Location1,Location2,,,,,,
7625,538692782, CarmodyJack , Albuquerque NM, Albuquerque, NM,,,,,,
7626,448356919, Muka255 , Charlotte NC, Charlotte, NC,,,,,,
7627,7.01203E+17, lizMartins16 , Loudoun County VA, Loudoun County, VA,,,,,,
7628,1642334412, AslansongDonna , Crestline California, Crestline, California,,,,,,
7629,2935042039, kissmyangg , somewhere not caring. :), somewhere not caring. :),,,,,,,
7630,2268321580, DrJacaranda , , ,,,,,,,
7631,56914724, Sassy_Mamma , South of Heaven North of Hell, South of Heaven North of Hell,,,,,,,
7632,2929072815, mgc_rrt , American for world peace, American for world peace,,,,,,,
7633,60030161, Dagny_Galt , Off the grid, Off the grid,,,,,,,
7634,3271279164, LaCarola0608 , Miami FL, Miami, FL,,,,,,
7635,3010205982, bhazpa , , ,,,,,,,
7636,4879012271, IbeleeveInUSA , , ,,,,,,,
7637,3240523526, JaynePenelope , U.S.A. , U.S.A. ,,,,,,,
7638,874857829, kelleyh1961 , , ,,,,,,,
7639,4921087510, NorthrupRl2613 , Ohio, Ohio,,,,,,,
7640,3419257222, plainjane5555 , , ,,,,,,,
7641,2498953909, GEEPENNIN , , ,,,,,,,
7642,3044625325, ConservaGrrl , Kailua HI, Kailua, HI,,,,,,
7643,539462199, Peter_Tillen , , ,,,,,,,
7644,864687984, aubrey111 , , ,,,,,,,
7645,467940513, Perfectly_Laura , ¤  East Texas? , ¤  East Texas? ,,,,,,,
7646,3600767297, DiehlBrent , None of your fing business, None of your fing business,,,,,,,
7647,3330557069, Born2RunJosh , Ohio USA, Ohio, USA,,,,,,
7648,2390970702, SecularTexan , None, None,,,,,,,
7649,2169496961, Josh_Cote28 , Hooksett NH • Tampa FL, Hooksett, NH • Tampa, FL,,,,,
7650,1129566870, johnehodge , , ,,,,,,,
7651,2178310401, concerningtimes , , ,,,,,,,
7652,102956304, linux_era , Here and there, Here and there,,,,,,,
7653,399500971, KimberlyNobull , Greenville NC , Greenville, NC ,,,,,,
7654,155076836, veee_lo , Modesto Ca, Modesto, Ca,,,,,,
7655,63843485, Tea4Freedom , Trumpville USA, Trumpville, USA,,,,,,
7656,3302168249, zpr0c , Sandisk Extreme 16G RPi, Sandisk Extreme 16G, RPi,,,,,,
7657,15987245, PastorSJCamp , Palm City FL, Palm City, FL,,,,,,
7658,2444414407, DhHetnandez , , ,,,,,,,
7659,518741908, CP4070 , Los Angeles CA, Los Angeles, CA,,,,,,
7660,7.02397E+17, Cynthia_Jeanne3 , , ,,,,,,,
7661,803856074, sheppmrtx , , ,,,,,,,
7662,83652058, weblollipop1 , , ,,,,,,,
7663,162301746, EvelynGarone , , ,,,,,,,
7664,401638876, Hooplaoly , , ,,,,,,,
7665,7.10118E+17, auburneagle1103 , , ,,,,,,,
7666,44902196, joneslisa , Olympia WA, Olympia, WA,,,,,,
7667,282695161, WayneDupreeShow , USAF Gulf War Veteran, USAF Gulf War Veteran,,,,,,,
7668,39755667, PMgeezer , DFW area, DFW area,,,,,,,
7669,30543406, Dano50 , Boston MA, Boston, MA,,,,,,
7670,3271901318, BartMcCoy5 , United States, United States,,,,,,,
7671,7.05815E+17, RebeccaFaussett , BUILD THAT WALL GOD BLESS YOU, BUILD THAT WALL, GOD BLESS YOU,,,,,,
7672,3328231984, claudia_dior , New York USA, New York, USA,,,,,,
7673,2734702156, lclaszlo , Florida USA, Florida, USA,,,,,,
7674,407821877, oodomakes3 , , ,,,,,,,
7675,929963226, dawngpsalm63 , Texas USA, Texas, USA,,,,,,
7676,18929394, frespirit01 , midwest, midwest,,,,,,,
7677,253397577, PatriotLA , Los Angeles CA, Los Angeles, CA,,,,,,
7678,7.08098E+17, lorischovanec , , ,,,,,,,
7679,6.94576E+17, KaitlynGerScot7 , Colorado USA, Colorado, USA,,,,,,
7680,49172121, taichinow , Boulder Colorado, Boulder, Colorado,,,,,,
7681,15385030, bizworld , Internet, Internet,,,,,,,
7682,3448960215, noreenjritchie , , ,,,,,,,
7683,21634348, HtrvlWrldGuardn , East Texas, East Texas,,,,,,,
7684,454515349, Bobbyh214 , Everywhere, Everywhere,,,,,,,
7685,2507917171, Ahurastan , Ahurastan ??-? Atropia , Ahurastan, ??-? Atropia ,,,,,,
7686,4837055593, RAWTheTerror01 , , ,,,,,,,
7687,46986079, silliesadie , North Carolina USA, North Carolina, USA,,,,,,
7688,1199539627, Planospook , Texas, Texas,,,,,,,
7689,3686929819, KingOfFit , , ,,,,,,,
7690,50494880, RealDJSlash , Mooresville NC, Mooresville, NC,,,,,,
7691,185196609, realstevelandis , the United States of America, the United States of America,,,,,,,
7692,34679879, elizabethnayeli , , ,,,,,,,
7693,66074846, the_huq_island , Miami Beach FL, Miami Beach, FL,,,,,,
7694,262482149, JChungz1 , Spackenkill/Syracuse, Spackenkill/Syracuse,,,,,,,
7695,345172499, OTR_IV , Passyunk Square to Atlantic Co, Passyunk Square to Atlantic Co,,,,,,,
7696,61869915, BMartin1776 , , ,,,,,,,
7697,61869915, BMartin1776 , , ,,,,,,,
7698,376388082, CaptYonah , Georgia, Georgia,,,,,,,
7699,1962929653, rafealcuzr66 , Florida, Florida,,,,,,,
7700,34537611, ramonamadison , USA, USA,,,,,,,
7701,2918014430, FURDOG54 , , ,,,,,,,
7702,4851646786, grammybijou3 , , ,,,,,,,
7703,274477867, snarkyboomer , end of the world-South GA, end of the world-South GA,,,,,,,
7704,930323370, jdemboyz , , ,,,,,,,
7705,3327309634, Josbowm , , ,,,,,,,
7706,2179012138, Carolinacate3 , , ,,,,,,,
7707,7.16287E+17, nodems16 , Yonkers NY, Yonkers, NY,,,,,,
7708,115896858, dnchvllcrt , MNL, MNL,,,,,,,
7709,1376035327, dgdocter12 , Seattle - The Emerald City, Seattle - The Emerald City,,,,,,,
7710,3262189186, bigsteve0778 , United States, United States,,,,,,,
7712,186282247, ChadillacAttack , , ,,,,,,,
7713,564947756, Dark_Red_Hair , , ,,,,,,,
7714,342942805, AU_bebe , Proud Auburn Tiger. War Eagle!, Proud Auburn Tiger. War Eagle!,,,,,,,
7715,72337582, PhiloCook , Oklahoma City & Anchorage AK, Oklahoma City & Anchorage, AK,,,,,,
7716,195030017, PWM62 , Florida, Florida,,,,,,,
7717,48526013, wanttruth ,   USA,   USA,,,,,,,
7718,3308560736, vivelafra , , ,,,,,,,
7719,584370853, PoQNDI , United States, United States,,,,,,,
7720,24190388, Glertsgal , TN, TN,,,,,,,
7721,769702230, YDanasmithdutra , Fairhope Alabama, Fairhope, Alabama,,,,,,
7722,483432918, drewbongiorno , Hollywood FL, Hollywood, FL,,,,,,
7723,2396738862, connie_rodeconn , Sargent Texas, Sargent, Texas,,,,,,
7724,18531825, Crimsonfisted , , ,,,,,,,
7725,3596520914, apachetouch , LV, LV,,,,,,,
7726,2746979823, UTHornsRawk , , ,,,,,,,
7727,170204690, AATrafficSchool , US HWY Port St Lucie FL, US HWY, Port St Lucie, FL,,,,,
7728,4152365195, Newer_Deal , , ,,,,,,,
7729,559645321, LyleKlich , , ,,,,,,,
7730,4256942714, hawkguy83 , , ,,,,,,,
7731,2476863896, alicepa33372034 , Buford GA, Buford, GA,,,,,,
7732,309909942, tmautner1211 , , ,,,,,,,
7733,427610031, Tnyankeefan35 , , ,,,,,,,
7734,594233612, dovorah001 , , ,,,,,,,
7735,525723134, tylerjmartinez , , ,,,,,,,
7736,3129053406, royalistajoe , Pasay City Philippines, Pasay City, Philippines,,,,,,
7737,338168158, __McKinney21 , , ,,,,,,,
7738,90803598, unspokenbond , CA, CA,,,,,,,
7739,17266436, DebJKline , mobile in the USA, mobile in the USA,,,,,,,
7740,50494880, RealDJSlash , Mooresville NC, Mooresville, NC,,,,,,
7741,282224096, WSCP1 , Back up @WSCP2  , Back up @WSCP2  ,,,,,,,
7742,3398969769, 1445ff8b25da494 , Florida USA, Florida, USA,,,,,,
7743,58634778, kimjgoodwin , NH, NH,,,,,,,
7744,236976784, keniamacat , las vegas NV, las vegas, NV,,,,,,
7745,2980602581, cynthia_ailey , St Petersburg FL USA, St Petersburg, FL USA,,,,,,
7746,3398969769, 1445ff8b25da494 , Florida USA, Florida, USA,,,,,,
7747,2363136938, markoly6 , , ,,,,,,,
7748,4214106723, jerrylmassey , , ,,,,,,,
7749,731019727, charluv2011 , California by way of  Belize , California by way of  Belize ,,,,,,,
7750,49114146, i_Live_iLove , , ,,,,,,,
7751,1433739860, BobG727 , Pennsylvania USA, Pennsylvania, USA,,,,,,
7752,4715923693, MartyAllsbrooks , EAST TEXAS , EAST TEXAS ,,,,,,,
7753,811778406, BOYDmeetsworld3 , , ,,,,,,,
7754,3578665155, BurnsKarhleen , , ,,,,,,,
7755,7.05608E+17, JudithVGodwin1 , Georgia USA, Georgia, USA,,,,,,
7756,216123608, acobasi , Camden NJ, Camden, NJ,,,,,,
7757,3701618555, TheTRUMPetts , United States of AMERICA, United States of AMERICA,,,,,,,
7758,153332441, CMT_82 , Not All Who Wander Are Lost, Not All Who Wander Are Lost,,,,,,,
7759,3903729619, clsamuels99 , , ,,,,,,,
7760,7.13876E+17, Cberryblue , Illinois USA, Illinois, USA,,,,,,
7761,400294294, birrdytalk , ohio, ohio,,,,,,,
7762,143539579, mytime2vote , U.S.A, U.S.A,,,,,,,
7763,78687396, wfnx1990 , San Francisco Bay Area, San Francisco Bay Area,,,,,,,
7764,67503749, CarolMBoothe , , ,,,,,,,
7765,345858289, mishayah , Washington State outback, Washington State outback,,,,,,,
7766,3330557069, Born2RunJosh , Ohio USA, Ohio, USA,,,,,,
7767,35216399, Patriotic_Me , Marina del Rey CA, Marina del Rey, CA,,,,,,
7768,3951927013, News2Politics , Texas USA, Texas, USA,,,,,,
7769,495458461, PatGooley1 , , ,,,,,,,
7770,600865128, joanneagnes25 , United States, United States,,,,,,,
7771,370934995, WIMSJ , Pennsylvania USA, Pennsylvania, USA,,,,,,
7772,20449601, hillbillyfairy , Berkeley Springs WV, Berkeley Springs WV,,,,,,,
7773,192791616, NeyRadilla , Ahora en tu cabeza, Ahora, en tu cabeza,,,,,,
7774,37881054, melissaS130 , Arlington Virginia USA, Arlington, Virginia USA,,,,,,
7775,4771938266, alwaysahara1962 , Arizona USA, Arizona, USA,,,,,,
7776,77005393, jonstainbrook , , ,,,,,,,
7777,2471135371, Karee_news , United States, United States,,,,,,,
7778,635195109, CALA_1111 , United States, United States,,,,,,,
7779,50120571, kc0222 , , ,,,,,,,
7780,23486935, roncline , United States, United States,,,,,,,
7781,4628365815, pirjao , Gainesville FL, Gainesville, FL,,,,,,
7782,32058824, LizCalcagni , Florida USA, Florida, USA,,,,,,
7783,15900587, glossaria , NY, NY,,,,,,,
7784,3254332580, italianzaddy , he/him/his, he/him/his,,,,,,,
7785,2971772202, ExcaliburReb03 ,  Arizona USA,  Arizona, USA,,,,,,
7786,993585120, AZConservative1 , Arizona, Arizona,,,,,,,
7787,4871231165, Mitcheka2 , United States, United States,,,,,,,
7788,1392851928, OnlytoEngage , Sarasota FL, Sarasota, FL,,,,,,
7789,1299306031, thedude4242 , , ,,,,,,,
7790,119818624, westchestercrwn , Westchester NY, Westchester, NY,,,,,,
7791,2263491734, SSbridges51 , DEEP SOUTH!, DEEP SOUTH!,,,,,,,
7792,156830317, chrisharihar , New York, New York,,,,,,,
7793,3767143995, justjeffthings , Pittsburgh PA, Pittsburgh, PA,,,,,,
7794,21802725, redchuckjack , Chicago IL, Chicago IL,,,,,,,
7795,598805229, FrancoHavoc , CHILL$ TX, CHILL$, TX,,,,,,
7796,2331151852, tsdickson64 , The Real America, The Real America,,,,,,,
7797,168238759, winkiechance , setauket ny, setauket ny,,,,,,,
7798,19040309, princessdee333 , Aztec NM; Oswego NY, Aztec, NM; Oswego, NY,,,,,
7799,348023351, Anthony_Stuart , Atlanta GA, Atlanta, GA,,,,,,
7800,583005149, oldyfan2012 , , ,,,,,,,
7801,3034424365, worldnews_net , , ,,,,,,,
7802,2999234655, PatsFan876 , , ,,,,,,,
7803,3280018782, TawnyaSchultz4 , , ,,,,,,,
7804,2825578734, us_news_update , United States, United States,,,,,,,
7805,799246688, VirginiaNewser , Virginia USA, Virginia USA,,,,,,,
7806,4307372600, CjweeresChris , , ,,,,,,,
7807,26218305, Scully64 , Criminology MajorPoli-Science, Criminology Major,Poli-Science,,,,,,
7808,20478797, konette , Los Angeles County, Los Angeles County,,,,,,,
7809,3351067785, thatshitlord , New Jersey USA, New Jersey, USA,,,,,,
7810,620283948, seekstruth2 , Fracked-up Colorado :( , Fracked-up Colorado :( ,,,,,,,
7811,243889154, nana_mo_Amelika , , ,,,,,,,
7812,183032350, keatothecheetoh , Hoosier, Hoosier,,,,,,,
7813,3319254798, NoSurrender357 , The Real World, The Real World,,,,,,,
7814,7.05977E+17, RayLope20755050 , Alabama and Houston TX, Alabama and Houston, TX,,,,,,
7816,624249989, kristin_more15 , , ,,,,,,,
7817,279814471, lexx_sch , , ,,,,,,,
7818,4883847269, DawnSwe12515208 , Virginia Beach VA, Virginia Beach, VA,,,,,,
7819,22339239, vickitiahrt , KS, KS,,,,,,,
7820,3837213803, blaubok , travelling in SE Asia, travelling in SE Asia,,,,,,,
7821,2576160306, nalley_a , Santa Barbara, Santa Barbara,,,,,,,
7822,3309884754, Keeblerqueen , depends on time of the year! , depends on time of the year! ,,,,,,,
7823,438051476, RonPaul4Constit , N/A, N/A,,,,,,,
7824,91493488, USAlivestrong ,  AZ-Via Colorado Native,  AZ-Via Colorado, Native,,,,,,
7825,753205987, CliffJump101 , USA, USA,,,,,,,
7826,42751681, FrankieRusso1 , BROOKLYN USA, BROOKLYN, USA,,,,,,
7827,17838510, sarahstarlitt , , ,,,,,,,
7828,42751681, FrankieRusso1 , BROOKLYN USA, BROOKLYN, USA,,,,,,
7829,65075709, LIpatriot1 , Long Island, Long Island,,,,,,,
7830,444409968, jonathanbutch12 , , ,,,,,,,
7831,3132138280, KdredKarl , West Palm Beach FL, West Palm Beach, FL,,,,,,
7832,3031965847, tubenewsen , , ,,,,,,,
7833,113726140, maddielebus , okc, okc,,,,,,,
7834,860679312, JillVanTine1 , Southern Indiana, Southern Indiana,,,,,,,
7835,7.09907E+17, TheMirror11 , , ,,,,,,,
7836,437136022, umpire43 , Apopka Florida 441, Apopka Florida 441,,,,,,,
7837,7.05952E+17, RJoann_simmons , , ,,,,,,,
7838,134638253, madhouse937 , Michigan, Michigan,,,,,,,
7839,52558848, 2MuchDebt , , ,,,,,,,
7840,40160218, skibebi , , ,,,,,,,
7841,7.11212E+17, booboocarrie1 , , ,,,,,,,
7842,3254332580, italianzaddy , he/him/his, he/him/his,,,,,,,
7843,1608502766, sixtyluckylady , Dallas TX, Dallas, TX,,,,,,
7844,2569487083, WaitingInBagdad , Baghdad Colombia Florida, Baghdad, Colombia, Florida,,,,,
7845,3222603005, rwwhitton72 , United States, United States,,,,,,,
7846,2560729351, Holymosy , Texas, Texas,,,,,,,
7847,4871418692, julieblue917 , Sanger CA, Sanger, CA,,,,,,
7848,2942062409, jefffogle342 , , ,,,,,,,
7849,30296965, mapajames , Jacksonville Texas, Jacksonville, Texas,,,,,,
7851,217841136, JoyceeZee , Miami Native All American Girl, Miami Native All American Girl,,,,,,,
7852,2300169582, kramnivel81 , Your Head, Your Head,,,,,,,
7853,2227381410, DKG3387 , New York USA, New York, USA,,,,,,
7854,3226546135, d69765419aed4c8 , , ,,,,,,,
7855,1525642765, YouLootWeShoot , Trump 2016!, Trump 2016!,,,,,,,
7856,19173608, JayS2629 , Tampa FL, Tampa, FL,,,,,,
7857,26259429, WWWineWitch , Walla Walla, Walla Walla,,,,,,,
7858,1267395170, CaptbeauX , Phoenix AZ, Phoenix, AZ,,,,,,
7859,2336085416, tasha_stfu , , ,,,,,,,
7861,221748283, slugalow , Flagstaff AZ, Flagstaff, AZ,,,,,,
7862,3075931313, banda_mlbanda , Cleveland OH, Cleveland, OH,,,,,,
7863,88192949, peacebang , Boston Area, Boston Area,,,,,,,
7864,2336085416, tasha_stfu , , ,,,,,,,
7865,69436228, bberghofsr , TN /FL, TN /FL,,,,,,,
7866,841958790, 5ringsfranchise , Texas, Texas,,,,,,,
7867,740637475, NYlovesTrump , , ,,,,,,,
7868,85513351, alyssaalcala_ , , ,,,,,,,
7869,845690522, SweetzonWheels , I'm an American! Christ died on the cross for my sins! Liberals hate me lol even though I have been a card carrying dem at one time.  Then I woke up!, I'm an American! Christ died on the cross for my sins! Liberals hate me lol even though I have been a card carrying dem at one time.  Then I woke up!,,,,,,,
7870,180044938, Philly_Gizmo , CapestranoItaly , Capestrano,Italy ,,,,,,
7871,3324919772, baughman_cb , , ,,,,,,,
7872,3254332580, italianzaddy , he/him/his, he/him/his,,,,,,,
7873,2895972448, PremoJohn , Adams Wi., Adams, Wi.,,,,,,
7874,3190441334, Aurochz , California USA, California, USA,,,,,,
7876,19306602, Werdnat , Texas, Texas,,,,,,,
7877,583122991, johnnyreb1864 , , ,,,,,,,
7878,738704966, RobRiegle , Garrettsville OH, Garrettsville, OH,,,,,,
7879,583122991, johnnyreb1864 , , ,,,,,,,
7880,4886380750, szucrm , , ,,,,,,,
7881,347953507, Heliosxv , , ,,,,,,,
7882,23490526, PoliticalSurf , Utah, Utah,,,,,,,
7883,3762850221, dianestep22 , Florida USA, Florida, USA,,,,,,
7884,3254332580, italianzaddy , he/him/his, he/him/his,,,,,,,
7885,317440967, OSU_ReaganEagle , Columbus, Columbus,,,,,,,
7886,2903166449, MrEdTrain , Quincy MA , Quincy, MA ,,,,,,
7887,61869915, BMartin1776 ,  ,  ,,,,,,,
7888,20691578, pkni , DC TX MD, DC TX MD,,,,,,,
7889,37842197, juancplascencia , , ,,,,,,,
7890,17268437, FanSided , New York NY, New York, NY,,,,,,
7891,22631445, ChrisMillsCCN , Phoenix AZ, Phoenix, AZ,,,,,,
7892,3365043100, dme820 , Florida USA, Florida, USA,,,,,,
7893,1257442292, dianneDMS , Wallingford CT, Wallingford, CT,,,,,,
7894,3484118776, spikebrdt , , ,,,,,,,
7895,3006597155, Jesus_isPeace , Missouri USA, Missouri, USA,,,,,,
7896,3434990301, ImpeachObama10 , , ,,,,,,,
7897,2894991326, TessatTys , Detroit Michigan, Detroit, Michigan,,,,,,
7898,26538104, CamBam8 , Fort Lauderdale FL, Fort Lauderdale, FL,,,,,,
7899,1945513988, lombarteo , South East USA, South East USA,,,,,,,
7900,2240924849, carolinabyrd72 , North Carolina USA, North Carolina, USA,,,,,,
7901,2865775333, GlennManeval , Florida USA, Florida, USA,,,,,,
7902,16486304, becklove , Londontown & New Jersey, Londontown & New Jersey,,,,,,,
7903,14776082, ccadelago , Sacramento via San Francisco, Sacramento, via San Francisco,,,,,,
7904,1443891086, holyholte , Arizona, Arizona,,,,,,,
7905,3142547024, LaughAtHumanity , , ,,,,,,,
7906,928875248, kwaizume81 , Virginia, Virginia,,,,,,,
7907,3254332580, italianzaddy , he/him/his, he/him/his,,,,,,,
7908,309909942, tmautner1211 , , ,,,,,,,
7909,81454498, thekingddiego , Punta Arenas Chile, Punta Arenas, Chile,,,,,,
7910,3129747347, Doc_Oosthuizen , , ,,,,,,,
7911,4807541657, AngstyAngelika , Aboard the Trump Train. , Aboard the Trump Train. ,,,,,,,
7912,3254332580, italianzaddy , he/him/his, he/him/his,,,,,,,
7913,558156857, PoliticalMomma1 , , ,,,,,,,
7914,1618641848, ChristieC733 , Texas USA, Texas, USA,,,,,,
7915,4720933403, katw0405 , Montgomery AL, Montgomery, AL,,,,,,
7916,886817598, Melissaintexas2 , Houston TX, Houston, TX,,,,,,
7917,1003223892, PubPolitica , United States, United States,,,,,,,
7918,75101299, SaculSacul , Ottawa ON Canada, Ottawa, ON, Canada,,,,,
7919,1475788920, JohnMercury2 , Ohio, Ohio,,,,,,,
7920,1945513988, lombarteo , South East USA, South East USA,,,,,,,
7921,3232837242, CindyB_717 , Nashville TN, Nashville, TN,,,,,,
7922,883861315, DBecky93 , Alma MI, Alma, MI,,,,,,
7923,43496095, joydcarter , , ,,,,,,,
7924,284123347, markdrichter , USA, USA,,,,,,,
7925,4229151082, ReleasetheGSEs , , ,,,,,,,
7926,242187157, ReneSaldanaJr , Texas!, Texas!,,,,,,,
7927,233042708, JulesRollTide , , ,,,,,,,
7928,176852351, WRthelistener , WR United States, WR, United States,,,,,,
7929,1395668034, BriannaPhilly , Philly, Philly,,,,,,,
7930,3740513716, cc_yandian , , ,,,,,,,
7931,4229151082, ReleasetheGSEs , , ,,,,,,,
7932,316057126, FJM2425 , Massachusetts, Massachusetts,,,,,,,
7933,17398510, HenryNews , Everywhere, Everywhere,,,,,,,
7934,26348160, PoliUn , Hudson County NJ, Hudson County, NJ,,,,,,
7935,721421795, BHWTC , USA, USA,,,,,,,
7936,4765070485, DonaldjBismarck , , ,,,,,,,
7937,59491977, rw_moraes , Curitiba, Curitiba,,,,,,,
7938,2294452695, bobby990r_1 , , ,,,,,,,
7939,1056920744, Paulgiovannit , , ,,,,,,,
7940,2307296066, suzettepetillo , , ,,,,,,,
7941,1579430798, rinjr715 , , ,,,,,,,
7942,714798361, Asher_P_Fly , , ,,,,,,,
7943,4074814018, sunflowerwsnc , North Carolina USA, North Carolina, USA,,,,,,
7944,3452766143, Xchatlive , , ,,,,,,,
7945,4891138177, OkNaow , , ,,,,,,,
7946,19360807, Bajageoff , Baja California, Baja California,,,,,,,
7947,550684641, CaGramps63 , , ,,,,,,,
7948,310305873, james_vargo , Cleveland Ohio, Cleveland, Ohio,,,,,,
7949,1953054416, HiltsGreg , , ,,,,,,,
7950,7.05891E+17, Dlw20161950 , Texas USA, Texas, USA,,,,,,
7951,322603418, ErinBurnett , NY NY, NY, NY,,,,,,
7952,961957580, TacticalTony702 , Las Vegas NV, Las Vegas, NV,,,,,,
7953,483272505, ammboston , Boston MA and Newport ME, Boston MA and Newport ME,,,,,,,
7954,484924978, twinsis32 , Georgia USA, Georgia, USA,,,,,,
7955,7.05553E+17, Len21878832 , , ,,,,,,,
7956,191050844, mikeejoe , Austin Texas, Austin Texas,,,,,,,
7957,7.11445E+17, novotertrump , Florida USA, Florida, USA,,,,,,
7958,18319546, SocraticGadfly , Lives on Planet Earth, Lives on Planet Earth,,,,,,,
7959,26278305, AZWS , Phoenix - 85020, Phoenix - 85020,,,,,,,
7960,562595617, DrCheriQuinn , , ,,,,,,,
7961,376287708, Rvogt1_cba , , ,,,,,,,
7962,733187412, APLatestNews , India/USA, India/USA,,,,,,,
7963,635118111, sofiagenevieve , new jersey, new jersey,,,,,,,
7964,44259017, Ronomundo , Heber Springs AR, Heber Springs, AR,,,,,,
7965,3092840974, Harmony_Nation , , ,,,,,,,
7966,770879618, erica4ou , , ,,,,,,,
7967,4875977234, MooiachiRios , California USA, California, USA,,,,,,
7968,1609531916, kpalmer60 , , ,,,,,,,
7969,909429824, SandraHartle , Washington, Washington,,,,,,,
7970,32058824, LizCalcagni , Florida USA, Florida, USA,,,,,,
7971,2167655604, jmmtz9 , , ,,,,,,,
7972,17723632, texasman2008 , West University Place-Texas, West University Place-Texas,,,,,,,
7973,2416290745, NickBuser5 , WA , WA ,,,,,,,
7974,7.06714E+17, SammyCl23155188 , Tennessee USA, Tennessee, USA,,,,,,
